TAGS
ts_utc,AutoMode,CommLoss,EStop_OK,Flow_gpm,LineSpeed_fpm,MotorCurrent_A,MotorTemp_C,Pressure_psi,Pump_CMD,Pump_Run,TankLevel_pct,VFD_Fault,ValveDrain_Open,ValveInlet_Open
2026-02-11 03:16:59.506045+00:00,1.0,0.0,1.0,158.51730171022822,221.48444497392055,15.122453804869002,53.67902373040585,58.913319988067705,1.0,1.0,65.07421961096875,0.0,0.0,1.0
2026-02-11 03:17:02.101532+00:00,1.0,0.0,1.0,158.3344788533486,219.67242012362053,15.37161633565847,53.08908343811051,61.068595791529454,1.0,1.0,65.13300999490568,0.0,0.0,1.0
2026-02-11 03:17:03.844185+00:00,1.0,0.0,1.0,156.8488260470563,220.2242143682403,15.030854422285751,52.637441536876565,60.93779109394019,1.0,1.0,65.18745143506519,0.0,0.0,1.0
2026-02-11 03:17:04.842312+00:00,1.0,0.0,1.0,160.8632169288639,221.48126246842068,14.973798380478552,52.115017388818515,62.136865296055156,1.0,1.0,65.22701461916547,0.0,0.0,1.0
2026-02-11 03:17:05.855728+00:00,1.0,0.0,1.0,164.49417278397888,220.68998533541603,14.707763242045859,53.39651710957403,59.884007335045425,1.0,1.0,65.30404170946852,0.0,0.0,1.0
2026-02-11 03:17:06.846185+00:00,1.0,0.0,1.0,163.53289391035267,223.30348536645448,16.088238753953455,54.82917073371393,59.96105046101024,1.0,1.0,65.41186841514059,0.0,0.0,1.0
2026-02-11 03:17:07.846071+00:00,1.0,0.0,1.0,164.6829022038337,223.3992925279462,15.365282446838227,54.17394860341834,62.829679638049946,1.0,1.0,65.44974353329447,0.0,0.0,1.0
2026-02-11 03:17:08.848907+00:00,1.0,0.0,1.0,159.2366326861086,223.67105303021629,14.864424319902417,52.24016458252463,61.63812370647676,1.0,1.0,65.49259944698716,0.0,0.0,1.0
2026-02-11 03:17:09.842346+00:00,1.0,0.0,1.0,160.8354569412308,223.27683620657015,15.520849119589203,52.98598769116276,62.77071371860936,1.0,1.0,65.55752677525129,0.0,0.0,1.0
2026-02-11 03:17:10.837169+00:00,1.0,0.0,1.0,164.24564583530287,224.54439849771876,15.182973699873184,53.46892940035652,62.73500560388559,1.0,1.0,65.68664820154162,0.0,0.0,1.0
2026-02-11 03:17:11.839129+00:00,1.0,0.0,1.0,160.01079049827493,225.17027405229263,14.718672253551084,53.38258501897739,61.210686364266415,1.0,1.0,65.81121186768286,0.0,0.0,1.0
2026-02-11 03:17:12.853939+00:00,1.0,0.0,1.0,163.45557152319734,225.71640876040343,15.962198714401646,55.11381692598401,61.76659762375326,1.0,1.0,65.85296880079059,0.0,0.0,1.0
2026-02-11 03:17:13.838594+00:00,1.0,0.0,1.0,165.84385745492682,225.10850957738046,14.916909932286995,53.354670432458406,62.97793822184856,1.0,1.0,65.97527722145394,0.0,0.0,1.0
2026-02-11 03:17:14.856459+00:00,1.0,0.0,1.0,164.5167941464328,225.6264364682334,15.708278957796662,53.892393614740755,59.78859585261544,1.0,1.0,66.06953610789927,0.0,0.0,1.0
2026-02-11 03:17:15.846419+00:00,1.0,0.0,1.0,160.86957872299138,225.95166927794264,15.795303048616915,53.24893641764579,62.007690153673344,1.0,1.0,66.10127792150719,0.0,0.0,1.0
2026-02-11 03:17:16.856651+00:00,1.0,0.0,1.0,167.16604812388917,228.79400998929535,15.17247259791154,53.95230675023065,63.16835332961175,1.0,1.0,66.16779486923843,0.0,0.0,1.0
2026-02-11 03:17:17.840016+00:00,1.0,0.0,1.0,164.34559994762543,231.84691480281558,15.50466728162688,52.645093676742526,61.47762068656259,1.0,1.0,66.28966117158186,0.0,0.0,1.0
2026-02-11 03:17:18.850562+00:00,1.0,0.0,1.0,168.0891095020277,234.49362538389374,16.49931203012062,55.73622863923972,62.452208377295435,1.0,1.0,66.3548276519498,0.0,0.0,1.0
2026-02-11 03:17:19.847151+00:00,1.0,0.0,1.0,164.20065668755325,234.14802615101854,16.36312251703437,53.76021787049641,62.737282083089376,1.0,1.0,66.42299631034697,0.0,0.0,1.0
2026-02-11 03:17:20.845387+00:00,1.0,0.0,1.0,162.52282250055703,233.86634216600135,15.802208768161577,53.666319835267245,59.96361188628754,1.0,1.0,66.5074980519831,0.0,0.0,1.0
2026-02-11 03:17:21.837879+00:00,1.0,0.0,1.0,163.0667853883632,233.5541762309666,15.106574041558616,53.1308777165727,60.38604157283484,1.0,1.0,66.61552406625249,0.0,0.0,1.0
2026-02-11 03:17:22.836046+00:00,1.0,0.0,1.0,166.01423170898252,235.26872078228996,16.413180207451994,53.92354128093008,61.65944212105447,1.0,1.0,66.71016988468051,0.0,0.0,1.0
2026-02-11 03:17:24.139320+00:00,1.0,0.0,1.0,166.4166033613374,236.866228418775,15.868902093220832,54.043018303837655,61.04837750414605,1.0,1.0,66.79964634947399,0.0,0.0,1.0
2026-02-11 03:17:25.139080+00:00,1.0,0.0,1.0,168.791111409389,237.08192054529516,15.660754239980044,52.84594855521959,60.223797942094606,1.0,1.0,66.86591765648441,0.0,0.0,1.0
2026-02-11 03:17:26.166484+00:00,1.0,0.0,1.0,167.88951298452153,237.9675335661239,16.736293174017128,55.292893401264344,61.44747707291135,1.0,1.0,66.99077185827205,0.0,0.0,1.0
2026-02-11 03:17:27.153637+00:00,1.0,0.0,1.0,168.8213521639102,237.02789572155078,15.419446170702402,52.739987051027015,62.94216751765425,1.0,1.0,67.02898815843717,0.0,0.0,1.0
2026-02-11 03:17:28.155797+00:00,1.0,0.0,1.0,163.1806000737217,236.5923126853057,16.313968418837877,54.15754145002702,62.68424297707004,1.0,1.0,67.14456606373751,0.0,0.0,1.0
2026-02-11 03:17:29.160347+00:00,1.0,0.0,1.0,168.58289959289115,237.74652534673365,16.303738370327476,54.311500703942976,61.44292421205759,1.0,1.0,67.22550129670562,0.0,0.0,1.0
2026-02-11 03:17:30.158888+00:00,1.0,0.0,1.0,162.57774129768157,240.37713833647442,16.623307625261766,55.40243023359021,61.43148900835541,1.0,1.0,67.35393547277916,0.0,0.0,1.0
